Label,Text
unknown_state,Vineethil oru katta psycoye njn kaanunu
Positive,Oru chiriyode matram muzhuvan trailerum kandavar anu nammal palarum.. Eth polikuum
Positive,സൈക്കോ ഷമ്മിക്ക് ശേഷം അടുത്ത സൈക്കോ സൈക്കോ രവി രവി ഹീറോ ആടാ ഹീറോ
Positive,ഇത് പൊളിക്കും വിനീത് ശ്രീനി കുഞ്ഞിരാമായണം പോലെ
Positive,vineethetaaa katta waiting aanu..veendum oru vineeth sreenivasan hit.......
Positive,റിയലിസ്‌റ്റിക് ഫീൽ. സൈക്കോ നെഗറ്റീവ് ക്യാരക്റ്റർ. പേരിൽ മത്തൻ. എവിടെയോ കണ്ട് മറന്നത് പോലെ.
Mixed_feelings,Ravi ye kaanumbo SHAMMI ye orma varunnu.
Positive,Nammalude Classile Jaison ille Avan Ninne odukathe Nottaam aanu  Powlicha Dialogue
unknown_state,രവി ( വിനീതേട്ടൻ) സ്റ്റാറ്റസ് ഇവിടെ ഉണ്ടേ....
Negative,Cinema muyuvan manassilayi ini padam kaanano
Mixed_feelings,വിനീത് നല്ല പാട്ട് ആണ് നല്ല യൂത്തിന്റെ പൾസ്‌ അറിയുന്ന ഒന്നാന്തരം ഡിറക്ടറ് കൂടി ആണ്.... അഭിനയം ഇത്ര ലോക വെറുപ്പിക്കൽ കൂടി ആണ്...
Positive,ഈ കൊച്ച് ഉദാഹരണം സുജാതയിൽ കിടിലൻ പെർഫോമൻസ് ആയിരുന്നു. പിന്നൊന്നിലും കണ്ടില്ലല്ലോ കണ്ടില്ലല്ലോ എന്ന് കരുതി ഇരിക്കുവായിരുന്നു.
Mixed_feelings,Fahadh fazil ആയിരുനെകിൽ vineeth നു പകരം.. കിടുക്കിയേനെ
Positive,Trailer kiduvanallo adutha kumbalangi days
Positive,നല്ല കലക്കൻ ട്രെയ്‌ലർ...  fdfs കാണും
unknown_state,അതുപോലെ ക്ലാസ്സിൽ നിന്ന് വായിച്ചവർ ദിവിടെ കമോൻ
unknown_state,അവൾക്കാണേൽ ഒരോ ദിവസവും ഭംഗി കൂടി വരാ....  Kidus
Positive,ആദ്യം നോട്ടിഫിക്കേഷൻ വന്നു ന്യൂ ട്രൈലെർ ...ന്ത് കാണാൻ എന്ന് കരുതി reject..ചെയ്ത് ..വെറുതെ ഇപ്പൊ ഒന്ന് നോക്കി ...വീനിത് എട്ടോ ...പൊരിച്ചു ട്ടോ ഒന്നും പറയാൻ എല്ലാ കിടിലം ...Tx
Positive,ഇത് കിടുക്കും.... .എന്ന് ഉറപ്പ് ഉള്ളവർ
unknown_state,Ithu malayalam cinemayile psycho kaalam 
unknown_state,"എന്തായാലും ഇങ്ങനുള്ള പ്രേമം  പിടിച്ച പടങ്ങൾ അച്ചന്മാർക്കു സഹായം ആണ്, കാരണം സ്ത്രീധനം കൊടുക്കാതെ പെണ്ണ്മക്കൾ ആരുടെയെങ്കിലും കൂടെ പൊക്കോളും, അതുകൊണ്ട് നല്ല ചെക്കന്മാർക്കു പെണ്ണില്ല ഹഹഹ നല്ല കാലഘട്ടം"
Negative,"ഇപ്പോഴത്തെ ജനറേഷന് പ്രേമം  ചെറുതായി ഉണ്ടേൽ പടം ഹിറ്റ്‌ ആകും, വിനീതിന് ബുദ്ധി ഉണ്ട് ബിസ്സിനെസ്സ് mind. എല്ലാ പടത്തിലും വളിച്ച പ്രേമം എന്നിട്ടോ ഇപ്പോഴത്തെ തലമുറക്കാർ അംഗീകരിക്കും ഏതു ചവറു ചളി സിനിമകളും അതാണ് ഇന്നത്തെ സിനിമ രംഗം, നാണം കേട്ട സിനിമ രംഗം"
Positive,കുംബളങിയിലെ ഷമ്മിയ്ക്കു ശേഷം ഉള്ള അടുത്ത psycho  തണ്ണീർ മത്തൻ ദിനങ്ങളിലെ രവി പത്മനാഭൻ ആയിരിക്കും.waiting for  #thanneermathendhinangal
Positive,Hahahaha ..........അടിപൊളി സർ ഇനിയും മരിക്കാത്ത ഭൂമിഒ.എൻ.വി  സാറിനെ ഓർമവന്നു.....
Positive,ഹേറ്റർസ് ഇല്ലാത്ത രണ്ടു നടന്മാർ ഇന്ദ്രൻസും വിനീത് ശ്രീനിവാസനും..All the best team
Negative,കുമ്പളങ്ങ തണ്ണിമത്തൻ ഇനി അടുത്തത് എന്താ ?.   പടവലങ്ങാ days ഓ ?.
not-malayalam,pumkin dayyy aare comingg soonn
unknown_state,വിനീതേട്ടനൊരു ചാർളി energy തോന്നിയവർ ആരെങ്കിലും ഉണ്ടോ.. അവനു പ്രാന്ത് ആണെന്നാ നാട്ടുകാര് പറയുന്നെ!!
unknown_state,"Ayyo anashwara thadich valya  kutiyaayallo .pinne nammale mookuthi,devika plus 2 biolgy enna shortfilm fame cheechiyum undallo enikkvare kandaal marimayathile manju chechiye poole thoonum"
unknown_state,Ohh damn trollaar adutha psycho ye pokki
unknown_state,Mullappoo niramulla pakalukal* enna book name aayi valare nalla samyam
unknown_state,നല്ല മനസ്സുള്ള ആരെങ്കിലും എന്റെ ഈ ചാനൽ   ഒന്നു Subscribe  ചെയ്യണെ
unknown_state,100 subscribers ആകുമ്പോൾ GIVEAWAY  ഉണ്ട്. അതിനു വേണ്ടി നിങ്ങൾ എന്റെ channel SUBSCRIBE ചെയ്യുക.
Positive,ഒരു ഗപ്പി വൈബ്. എനിക്കിഷ്ടായി എന്തായാലും കാണും
Positive,ട്രയിലര്‍ കണ്ടിട്ട് ഒരു കൊച്ച് കോമഡികള്‍ മണക്കുന്നു...
unknown_state,Kumbalangi payyanum ..mookuthi penkochum...oppam d al in al vineeth 
unknown_state,Cinema theatre kandittillatha Paavam njan
unknown_state,തണ്ണീർ മത്തൻ (ബത്തക്ക) എന്ന് പേരിടാൻ എന്താണാവോ കാരണം 
Positive,Padikkunna samayath inghanathe oru vattan maashine kittiyaal mathiyaayirunnu
unknown_state,Trailer മുഴുവൻ കണ്ടില്ല കമന്റ്‌ മുഴുവൻ നോക്കി
Positive,കിടു ട്രൈലെർ( 2:00 )വിനീത് ശ്രീനിവാസൻ expression
Positive,Nte ponnu vineethetta ningaloru jinnan
Mixed_feelings,തണ്ണീർ മത്തൻ - കുമ്പളങ്ങി Veneeth- ഫഹദ് Same character frangi
unknown_state,നാട്ടിലും സിനിമയിലും ഒക്കെ ഇപ്പൊ  സൈക്കോകൾ ആണല്ലോ ദൈവമേ...
Positive,ഇത് വരെ  കേട്ടിട്ട് കൂടി ഇല്ലാത്ത ഒരു പടം ഒരൊറ്റ ട്രൈലെർ കൊണ്ട് fdfs കാണും എന്ന് ഉറപ്പിച്ചു  Promising
Positive,കിടു മൂവി ആവും എന്ന് മനസ് പറയുന്നു
Positive,മറ്റൊരു വിനീത് ശ്രീനിവാസൻ ഹിറ്റിനായി കാത്തിരിക്കുന്നു..  കുവൈറ്റിൽ ഈ സിനിമ റിലീസ് ആയാൽ  ഒരു വർഷം കൂടി ഒരു സിനിമ തീയേറ്ററിൽ പോയി കാണും.....
unknown_state,"സ്നേഹിക്കാനാ രൂപകൂട്ടിൽ ഇടുത്തു വക്കാന്നല,    Trailer"
unknown_state,0:47 എടാ എനിക്കവളെ സ്നേഹിക്കാനാണ്.. രൂപകൂട്ടിലൊന്നും എട്ത്ത് വെയ്ക്കാനല്ല..
Positive,Sho telungile Naniye pole Vineeth Sreenivasan glamour avunnundu..
Positive,Padam Super Hit aakunna lekshanam unde.but trailer kandittu onnum parayaan patilla.Ennalum Padam polikkum ennu thonunnu
Positive,"Malayala cinema kku ithippo adi poli kaalamanallo, ella padangalum poliyanu ee aduthide irangunnathu"
Negative,ഇനി പടം കാണണമെന്നില്ല മൊത്തത്തിൽ മനസിലായി എന്തായിരിക്കുമെന്ന്
Positive,"Adipoli , oru energetic vineeth bro"
unknown_state,മൂക്കുത്തി ചേച്ചിയെ കട്ട ഇഷ്ടമുള്ളവരുണ്ടോ    #ചേച്ചി ഇഷ്ട്ടം 
unknown_state,കുമ്പളങ്ങി nights... തണ്ണീർ മത്തൻ ദിനങ്ങൾ...   ചായ കാച്ചൽ
Positive,ദേ കിടക്കുന്നു അടുത്ത psycho!!! Waiting
unknown_state,0:29 ഉദാഹരണം സുജാതയിലെ മഞ്ജുവിന്റെ മോൾ അല്ലെ?
unknown_state,01:10 ഇത് ദേവിക +2 biology ഷൊർട്ഫിലിമിലെ ദേവിക അല്ലെ????
Negative,DQ ന്റെ കമന്റ്‌ pin ചെയ്യടാ ജാട തെണ്ടി
Mixed_feelings,വിനീത് ആലാപനത്തിലും സംവിധാനത്തിലും ശ്രദ്ധിച്ചാൽ മതി... അതായിരിക്കും നല്ലത് എന്നാണ് എന്റെ അഭിപ്രായം...
Positive,ഇടക്ക് ഇടക്ക് ഓരോ പടം അഭിനയിച്ചു ഹിറ്റ് അടിക്കുന്ന വിനീതേട്ടൻ ഇതിലും അടിച്ചിരിക്കും... എന്ന് തോന്നുന്നവർ ഉണ്ടോ.... ഒപ്പം മ്മ്‌ടെ kumbalagiyile ചെക്കനും.....
unknown_state,Onnamathee dukammm tadi illa ennayrrkumm Allkil nokikoo padam irangy kazinjtee nokikoo
Positive,വിനീത് ശ്രീനിവാസൻ എന്ന പേര് ഉണ്ടെങ്കിൽ തന്നെ ഒരു പ്രതീക്ഷ ആണ്..
Positive,"Enik veyya,parava pole school love feeling Kitti,polikatte"
Positive,"വിനീതേട്ടൻ ഈ പടത്തിൽ ഒരു psycho ആണെന്ന് തോന്നുന്നു ,    ഇപ്പൊ അതാണല്ലോ ട്രെൻഡ്   Trailer പൊളി ,  പടവും പൊളിക്കും"
Positive,"Enik veyya,parava pole school love feeling Kitti,polikatte"
unknown_state,Da kunna valla thaggu karan podaaa
Positive,പയ്യന്നൂർ ന്റെ സ്വന്തം അനശ്വര കുട്ടി യും
unknown_state,മൂകുത്തിലെ നായികയെ കണ്ടവർ മൂക്കുത്തിയുടെ സംവിധായകൻ തന്നെയാ ഇതും സംവിധാനം ചെയ്തത്
Positive,"വിനീത് ഏട്ടൻ, പൊളിച്ചു ട്രൈലെർ ഹെവി  കട്ട waiting...."
Positive,Vineetheettan ethu padam cheythaalum poliya.pandu sreenivaasan sir vismayippicha poole.
unknown_state,എനിക്ക് മാത്രമാണോ വിനീതേട്ടൻ ഒരു psycho ആണോന്നു തോന്നിയത് 
unknown_state,Devika +2 Biology chechi undu !!!
not-malayalam,Waiting for Malayalam movie  For Tamil paiyan
unknown_state,കിടു..എനിക്ക് മാത്രമാണോ എവിടെയൊക്കെയോ  school life ഓർമ വന്നത് 
Positive,വിനീതേട്ടന്റെ നെഗറ്റീവ് റോൾ .. ഇത് പൊരിക്കും...
Negative,"E vineeth sreenivasan paat padi irunnal pore,veruthe a hinaich verupikkano?"
Positive,"ഇത് പൊളിക്കുംട്ടാ സൂപ്പർസ്റ്റാറുകൾ ഇല്ലാതെ തിയേറ്റർ ഇളക്കി മറിക്കാനുള്ള വകയുണ്ടെന്നു തോന്നുന്നു,നല്ല സിനിമാപ്രേമികൾ കട്ടക്ക് നിന്നാൽ"
unknown_state,2019 psycho varshamayitu prekyapikanda verum mikavarum
Mixed_feelings,Guppy le chethan aayirunilel veedum poli aayene.evanum sooperaaaaa
Positive,വിനീതേട്ടന്റെ എല്ലാം ഞാൻ കാണാറുണ്ട് നിങ്ങള് പൊളിയാണ് ബ്രോ പടം ഞാൻ കണ്ടിരിക്കും
unknown_state,Avasanam kumbalangayile shammi poleyano thannimathanile Ravi? Oru psycho move!!
Positive,മലയാളം അറിയാത്തവർ അല്ലെങ്കിൽ മലയാള സിനിമ ഇഷ്ട്ട പെടാത്തവർ ആണ് അൺലൈക് ചെയ്തിട്ടുള്ളത്
not-malayalam,This seems like a remake of haraamkhor
unknown_state,Ninakkokka pranthanoda ee penpillarudea pinnala poovannice still
unknown_state,എല്ല ചങ്ങായി ഇങ്ങളെന്ത് പടം ചെയ്യാതെ ടോവി ഒക്കെ ആഴ്ച വെച്ചു പടം റിലീസ് ആക്കുവ ഇങ്ങള് ബോളിവുഡ് കണ്ടിട്ട് അത് പോലെ കളിക്കാന് ...
Positive,Title name kelkumbol thanne Oru sugam..
unknown_state,1:00 അവൾക്കാണെങ്കിൽ ദിവസവും ദിവസവും സൗന്ദര്യം കൂടി വര്ന്..
Positive,മലയാള സിനിമയ്ക്ക് ലഭിച്ച രണ്ടാമത്തെ സൈക്കോ • രവി പദ്മനാഭൻ •
unknown_state,എന്റെ മെഴുകുതിരി അത്താഴങ്ങൾ . ആ ടൈറ്റിൽ സജസ്റ്റ് ചെയ്ത ആൾ  ആണോ ഇതിന്റെ ടൈറ്റിൽ ചെയ്‌തത്‌
unknown_state,Nights... Days... Ithokke aayi mallu movie names
Positive,"Vineethettan hero aadaa hero !  ,,, ee padathint kadha enthaavumenn aalochich kili poyi irikkuvaaanu"
Positive,ജീവിതത്തിൽ ആദ്യയിട്ട ഒരു ട്രയ്ലർ കണ്ട് ഇത്രയും ചിരിക്കുന്നെ വിനീതേട്ടൻ
unknown_state,നീ   പകരം വീട്ടുക ആണ് അല്ലെ..
unknown_state,അവസാനത്തെ വായന കണ്ടപ്പോ എനിക്ക് എന്നെതന്നെ ഓർമ്മ വന്നു.
Positive,മുത്ത് വിനീത് ഏട്ടൻ മൂകുത്തി രഞ്ജിനി ചേച്ചി സംഭവം കിടക്കും
Positive,"Uff , enikk maathramano nammude plus one clssl irikkunna feel thonnyath??"
Positive,ഈ trailor കാണുമ്പോൾ  adarlove എടുത്തിട്ട് കിണറ്റിൽ ഇടാൻ തോനുന്നു
Positive,ഞാൻ പഠിച്ച സ്കൂൾ ഞാൻ പഠിച്ച ക്ലാസ്‌ ആ അന്തസ്
Positive,01:25 timing il powlichuuuu
not-malayalam,WATER MELON DAYS VS KUMBALANGI NIGHTS -
unknown_state,Mukkuthi cheachii ishttam ullavar  adi like
Negative,"ഇന്നത്തെ കാലത്തു ഇറങ്ങുന്ന ഓരോ പടങ്ങൾ  ---- കുമ്പളങ,തണ്ണിമത്തൻ \r ഇനി അടുത്ത പടമെന്ത് പാടവളെങ്ങായാണോ ആവോ???"
Positive,പൊന്നു  2019ഏയ്‌  നിനക്കിതെന്തു  പറ്റി.. മിന്നു ന്ന തെല്ലാം പൊന്നു...
Positive,മൂക്കുത്തി ചേച്ചി എന്നാണാവോ സിനിമയിൽ എന്ന് ആലോചിച്ച് ഇരിക്കുമ്പോഴണ് ഇവിടെ കണ്ടത്. എന്തായാലും ഇത്‌ പോളികും
Negative,ഈ കൊച്ചി സ്ലാങ്ക് കേട്ട്  മതിയായി
Positive,Vannirikkum  first show backil njan ndavum
Positive,തണ്ണീർ മത്തൻ ദിനങ്ങൾ സിനിമക്കും വിനീത് ശ്രീനിവാസനും വിജയാശംസകൾ നേരുന്നു കുഞ്ഞിക്കാ ഫാൻസ്‌
unknown_state,1:53 ഞാൻ വായിച്ചതൊക്കെ വല്ലതും അന്ന് ചങ്ങായി മാർക്ക് മനസ്സിലായി നോ ആവോ  അടിസ്ഥാന പാഠാവലി 2
unknown_state,ഇപ്പൊ pysco കളുടെ season ആണോ 
Positive,"Tovino, innocent nnu sesham irinjalakuda yill ninnoru muth midhun Gopinath # basil"
Positive,"ഉറപ്പായിട്ടും തിയേറ്ററിൽ പോയി കണ്ടിരിക്കും,  പറവ സിനിമയിലെ  കുട്ടികളെ കണ്ടപോലെ പോലെ ഒരു ഫീൽ. "
unknown_state,Vineet ettan super teacher e cenima polikkum e cinema average odumennuollavar like adi
Positive,ആരാടാ ബേസിൽ എന്ന് ചോദിക്കുന്ന ചേട്ടൻ സൂപ്പർ
unknown_state,ഏതെന്നതാ മലയാളത്തിൽ മൊത്തം psycho യുടെ കാലമാണോ
Positive,Trailer kollam ഇനി പടം കു‌ടി കാണണം
Positive,ചെർയ്യേ ഒരു ശ്രിനിവാസൻ ചേട്ടനെ കാണാം വിനീതേട്ടനിൽ... അല്ലേ... ഗുയ്സ്...
unknown_state,1:26 ൽ ലാലേട്ടനെ ഓർമിച്ചവർ അടി ലൈക്‌
Positive,2019 സൈക്കോ season ആണോ???  കിടുക്കി മച്ചാൻസ്
Positive,Traileril എന്തോ ഫീൽ...  അപ്പൊ പടത്തിൽ എന്തോ ഒളിഞ്ഞു കിടപ്പുണ്ട് മക്കളെ...  വിനീതേട്ടൻ ഇഷ്ടം Katta wait
Negative,Aniyarayil adutha padakkam ready aayikondirikkunu ennu parayaan paranju
Positive,പോരട്ടെ അങ്ങനെ ഒരു ഒന്നൊന്നൊര ട്രൈലെർ പോരട്ടെ
Positive,Enda ariyila...vineeth ettan evdelum kanda mathi... Oru special kismath Anu...
unknown_state,വീണ്ടും വെള്ളിത്തിരയിൽ ഞങ്ങൾടെ എസ് എഫ് ഐ പിള്ളാര് പൊളിക്കും ട്ടാ
Positive,എടാ എനിക്ക് അവളെ സ്നേഹിക്കാൻ ആണ് രൂപക്കൂട്ടിൽ എടുത്തു വെക്കാൻ അല്ല nice dialogue
unknown_state,Vineeth Srinivasan oru villain  look
unknown_state,ഞങ്ങൾ പഠിക്കുമ്പോഴും ഉണ്ടാരുന്നു ഇതേപോലെ ഒരു ചൊറിയാൻ സർ
Positive,അടിപൊളി ഫീൽ ഗുഡ് ട്രൈലെർ വൗ .......
Positive,Real Psycho Ravi Padmanabhan Vineeth ettan Pwlikkum
Positive,യ്യോ.. വിനീതേട്ടാ... കൊറേ ആയി ങ്ങളെ മിസ്സ്‌ ചെയ്യുന്ന്..  കട്ട വെയ്റ്റിംഗ...  ആാാ പിള്ളേർസ് രണ്ടും പൊളിയാ ട്ടാ.. ചക്കരാസ്
unknown_state,Mr Malayali എന്ന എന്റെ Youtube ചാനൽ സന്ദർശിച്. ചാനൽ ഇഷ്ട്ട പെട്ടാൽ Subscribe ചെയുക 
Positive,വിനീത് ഏട്ടൻ പൊളിക്കും  കട്ട waitin
Positive,Kidu kidu kidu kikiduvey fdfs locked
Positive,പൊളിച്ചു കുട്ട്യോളെ... ഇങ്ങള് പൊളിച്ചടുക്കി... നുമ്മ കട്ട സപ്പോർട്ടാണ്..
Negative,എന്തിനാടോ വിനീതെ താനൊക്കെ അഭിനയിക്കുന്നത്... അച്ഛന്റെ പേര് കളയാനാണോ
unknown_state,എനിക്ക് അവളെ പ്രേമിക്കാൻ ആണ്... രൂപക്കൂട്ടിൽ എടുത്തു വെക്കാൻ അല്ല
Positive,"വർഷത്തിൽ നായകനായി ഒരേയൊരു പടം, അത് ഹിറ്റ് തന്നെ."
Positive,Polich poli kure kalay nalla movie kanditt
unknown_state,എന്താണ്...ഇങ്ങക്ക് വില്ലൻ ആവാനുള്ള മൈൻഡ് ആണാ.??
Positive,Vineeth ethiri villanisam aanalo... Katta waiting
Positive,Basil # midhun Gopinath classile villanisum upakarapettalee  chunk polichuuu
Positive,ആഹാ... കളർ ആയിട്ടുണ്ടല്ലോ വിനീത് ഏട്ടന്റെ സ്ക്രീൻ പ്രസൻസ്
unknown_state,1:10 ദേവിക  +2 biology അല്ലേ?
Positive,"Kalathinuu oppam sanchsrikkun vineeth ettaa , physco yanne epoo trent"
unknown_state,1.09 മൂക്കുത്തി ഷോർട്ട് ഫിലിമിലെ നായികയെ ശ്രെധിച്ചത് ഞാൻ മാത്രമാണോ....?
Positive,ജീവിതത്തിൽ (ബ്രഹ്മാണ്ഡ ) ഒരിക്കലും നടക്കാത്ത സിനിമകളുടെ കാലം കഴിഞ്ഞു തുടങ്ങി.ജനങ്ങൾക്കിപ്പോൾ നല്ല സിനിമകൾ മതി. എന്നെപ്പോലെയുള്ളവർക്കും അതുമതി.. സൂപ്പർ സ്റ്റാർസുകളുടെ സിനിമകൾക്കു വിട പറഞ്ഞു നല്ല സിനിമകൾക്ക് പ്രോത്സാഹനം കൊടുക്കു.രണ്ടര മണിക്കൂർ ആശ്വാധിക്കൂ....!
unknown_state,ആഹാ..നമ്മുടെ ദേവിക പ്ലസ് ടു ബയോളജിയൊക്കെ ഉണ്ടല്ലോ....
unknown_state,Comedy Entertainer സിനിമകളിലെക്ക് ഉളള ലാലേട്ടന്റെ തിരിച്ചു വരവയിരിക്കും  ഇട്ടിമാണി എന്ന് ഉറപ്പുളളവർ ലൈക്ക്  അടിച്ചെ
Positive,കാത്തിരിപ്പിന്റെ സുഖം അതൊന്ന് വേറെ തന്നെയാ     Katta waitting @ഇട്ടിമാണി
unknown_state,ഓണം വിന്നർ ഇട്ടിച്ചായൻ ആണെന്ന് ഉറപ്പുള്ളവർക് മാത്രം ലൈക്‌ അടിക്കാം
unknown_state,Ettante katta fans oke Onnu like adiche
Negative,ഗുഹൻസ് ഫാൻസ്‌ ഡിസ്‌ലൈക്ക് പണിയും തുടങ്ങി
unknown_state,ഇന്ത്യന്‍ സിനിമയ്ക്ക് മലയാളം നല്‍കിയ ഇതിഹാസ താരകം ലാലേട്ടന്‍....ഇട്ടിമാണിക്കായി വെയിറ്റ് ചെയ്യുന്ന ലാലേട്ടന്‍ ഫാന്‍സ്‌ ലൈക്കടിച്ചു പൊളിച്ചേ
unknown_state,ഇടിച്ച ഇങ്ങളെ കൂടെ ഞമ്മള് ണ്ട് ട്ടാ
Negative,Dislike cheyta ella nayinta makalkum  namskaram
Positive,ഈ ഓണം ഏട്ടൻ എടുക്കുവാന്നു  പറയാൻ പറഞ്ഞു ബോനി....  #Hvy waiting....  #ഇട്ടിമാണി  #ലാലേട്ടൻ   #ഉയിർ
unknown_state,ലാലേട്ടൻ ഫാൻസ്‌ ഇവടെ ലൈക് അടിച്ചു പോവുക 
Positive,മലയാളത്തിന്റെ മാണിക്യം in and as ഇട്ടിമാണി
Negative,ഇട്ടിമാണി 8 നിലയിൽ പൊട്ടും എന്ന് ഉറപ്പുള്ളവത്  എനിക്ക് മാത്രം ആണോ 
Positive,"മാസ്സ് കഥാപാത്രങ്ങളുമായി കളംനിറഞ്ഞാടി മലയാളസിനിമയുടെ തലവര മാറ്റുന്ന ഏട്ടൻ മറ്റാർക്കും സാധികാത്ത റെക്കോർഡ്കൾ , പക്ഷെ തന്റെ comedy കഥാപാത്രങ്ങളും കുസൃതി തരങ്ങളും ഉള്ള പഴയ ഏട്ടൻ എവിടെയോ നഷ്ടമായിരുന്നു. എന്നാൽ ആ  എവിടെയോ  നഷ്ടപെട്ട കുസൃതി ലല്ലേട്ടന്റെ തിരിച്ചു വരവായിരിക്കട്ടെ ഇട്ടിമാണി. waiting..."
Positive,ഈ ഓണം ബോക്സ്‌ ഓഫീസ് ഇട്ടിമാണി തൂത്തു വാരും.... ലാലേട്ടന്റെ ഇങ്ങനൊരു സിനിമ കണ്ടിട്ട് കുറച്ചായി...
Negative,ഡിസ്‌ലൈക് അടിക്കാൻ വരുന്ന എല്ലാ പുന്നാരമക്കൾക്കും ഇട്ടിച്ചായന്റെ പേരിലും എന്റെ പേരിലും നടുവിരൽ നമസ്കാരം
unknown_state,#LFA whats ആപ്പ് ഗ്രൂപ്പിൽ ഉള്ളവർ ലൈക് അടി
Negative,എന്തു പേടിയാണ് മക്കളെ . ട്രെയിലർ വരുന്നതിന് മുമ്പ് തന്നെ  ഡിസ്‌ലൈക്ക് അടിക്കാൻ
Positive,ഇപ്രാവശ്യത്തെ ഓണത്തിന്റെ കളക്ഷൻ റെക്കോർഡ് ഇട്ടിമാണി എടുക്കനെന്നു പറയാൻ പറഞ്ഞു  നിസ്സാരം നിസ്സാരം നമ്മളെ കൊണ്ട് പറ്റും ലാലേട്ടാ
unknown_state,കാത്തിരിക്കുന്നു ആ പഴയ ലാലേട്ടന് വേണ്ടി നല്ല അസ്സൽ അച്ചായൻ കട്ട ലാലേട്ടൻ ആരാധകർക്ക് Like  അടിക്കാനുള്ള ഇടം
Negative,ipozhe 48 unlike samshayam illa bengalikal thanne
unknown_state,FDFS ഉറപ്പിച്ചവർ അടി ലൈക്   ഒരേ ഒരു രാജാവ്
unknown_state,ഏട്ടനും ഏട്ടന്റെ പിള്ളേരും സ്ട്രോങ്ങ് ആണു  ഏട്ടന്റെ പവർ എന്താണ് എന്ന് കാണിച്ച് കൊടുക്ക് എല്ലാരും
Positive,ഷാൻഷൂ പൂച്ചയുടെ role ഇട്ടിമാണിയിൽ കാണാൻ waiting
Positive,Support By Ikka Fans  . . .            Eetane ishtamulla oru ikka fan
unknown_state,"എല്ലാ ലാലേട്ടൻ ഫാൻസിനും കേറി like അടിച്ചു പൊളിക്കാനുള്ള  comment . വാടാ ,മോനെ ദിനേശാ"
unknown_state,ഇത് അടുത്ത ബ്ലോക്ക്‌ ബസ്റ്റർ ആവും എന്ന് ഉറപ്പുള്ളവർ ഉണ്ടോ
unknown_state,Ittimani  mass ahnn manasuman
unknown_state,ഇട്ടിച്ചൻ ഫാൻസ് എല്ലാം ലൈക്ക് ബട്ടൺ അമർത്തി പൊട്ടിക്കൂ
Positive,ഈ ഓണം ഇട്ടിച്ചായൻ എടുത്തു എന്ന് പറഞ്ഞേക്ക്  Lallentante aniyanmar like adi
unknown_state,ലാലേട്ടനെ ജീവന് തുല്യം സ്നേഹിക്കുന്ന അനിയത്തിമാർ ഉണ്ടോ
unknown_state,ഏട്ടന്റെ പുതിയ പടത്തിനു വേണ്ടി കാത്തിരിക്കുന്നവർ ലൈക്‌ ബട്ടൺ അടിച്ചു പോളിക്കോ-----------
unknown_state,ഏട്ടന്റെ  പിള്ളേർ എല്ലാം വേഗം തന്നെ വന്ന് ലൈക്  ബട്ടൺ കുത്തിപൊട്ടിക്കുക* 
unknown_state,Lalettan fans ::::: like adiiiii .....
unknown_state,മോഹൻലാലിന്റെ ചൈനീസ് അക്ഷന്ന് വെയിറ്റ് ചെയ്യുന്നവർ അടി ലൈക്‌
unknown_state,All kerala ലാലേട്ടൻ ഫാൻസ്‌ ഇവിടെ വന്നു likeett പോ
Positive,Ee onam ini arum nokkandaa ettan parayan paranju
Positive,ഒരു കോമഡി എന്റർടൈൻമെന്റ് വേണ്ടി ടിക്കറ്റ് എടുത്തോ
Positive,Vegam 6 mani ayal mathiyayirunnu .katta waiting lalettaaaaa
Positive,Malayala cinemayude .....  Ore oru Rajavu   #Lalettan
unknown_state,ഇട്ടിമാണി ട്രൈലെർ കാണാൻ വന്ന മമ്മുക്ക ഫാൻസ്‌ ഉണ്ടോ
Negative,Trailer video പോലും പുറത്ത് വരുന്നതിനു മുന്നേ dislike program ആരംഭിച്ച മക്കൾക്കിരിക്കട്ടെ ഒരു നടുവിരൽ നമസ്കാരം!!!
Positive,ഇന്ന് 6 മണി  മുതൽ നമ്മുടെ ഓണാഘോഷം തുടങ്ങുന്നു..
unknown_state,ഈ ഓണം ഏട്ടനും പിള്ളേർക്ക് ഉള്ളതാണ് എന്ന് ഉള്ളവർ ലൈക്‌ അടി
Positive,ഈ  ഓണം ഇട്ടിമാണിക്ക് ഒപ്പം
unknown_state,ലാലേട്ടൻ ഫാൻസ്‌ ഉണ്ടോ എന്ന് ചോദിക്കുന്നില്ല എല്ലായിടത്തും ഏട്ടൻ ഫാൻസ്‌ ആണല്ലോ ഏട്ടന് വേണ്ടി ഒരു ലൈക്‌ അടിച്ചിട്ട് പോയാൽ മതി
unknown_state,ഓണം ആഘോഷമാക്കാൻ ഇട്ടിച്ചൻ 6ന് ഇങ്ങെത്തും   പടം ബ്ലോക്കബ്സ്റ്റർ ആവും എന്നുറപ്പുള്ളവർ അടി ലൈക്
Positive,Teaser കണ്ട് ഇഷ്ടപ്പെടാത്തവർക് വേണ്ടി ഒരു കിടിലൻ Trailer loading ആണ് മക്കളെ......
unknown_state,എന്തായാലും പോകുകയല്ലേ ലൈക്‌ ബട്ടൺ നീല ആക്കിയിട്ടു പോയാൽ മതി ലാലേട്ടൻ
unknown_state,6 മണി ആവാൻ കട്ട വെയിറ്റ് ചെയ്യുന്നവർ like
