Label,Text
Mixed feelings,@Dhee Pu nin baayige .
unknown state,@Dhee Pu adu Acchhagannada
Positive,@funny videos nAyyo Mang badde thadhe.. n ಅಚ್ಚಗನ್ನಡ ಹಚ್ಚಗನ್ನಡ.nಅಚ್ಚಗನ್ನಡ ಸಾಮಾನ್ಯವಾಗಿ ಬಳಸುವುದು ವಾಡಿಕೆ.nಹಚ್ಚಹಸಿರು ಪದದಲ್ಲಿ ಹಸಿರನ್ನು ಉನ್ನತೀಕರಣಗೊಳಿಸಿ
Positive,@pavan mohareer nತಪ್ಪೇನಿಲ್ಲ..nಆದರೆ ಎರವಲು ಪದಗಳ ಬದಲು ಅಚ್ಚಗನ್ನಡ/ಅಣ್ಣೆಗನ್ನಡ/ಹಚ್ಚಗನ್ನಡ ದ ಪದಗಳನ್ನು ಹೆಚ್ಚಾಗಿ ಬಳಸಲು ಒತ್ತು ಕೊಟ್ಟರೆ
Positive,ಇದು ಚರಿತ್ರೆ ಶ್ರುಷ್ಟಿಸೋ ಅವತಾರ
Mixed feelings,Kalaburgi and Bidar jille janaru like maadi
Positive,Charitre shrustiso avatara....nRakshith ge idu hosa avatara
Negative,Rashimika ilde iro avtara
Positive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ..nನಾರಾಯಣ ನ ಅವತಾರ
not-Kannada,Super....bGOOD d boss's .like hear
Negative,ಈ ಹಾಡು ರಶ್ಮಿಕ ಮಂಗಣ್ಣನವರಿಗೆ ಅರ್ಪಣೆ 
Positive,ನಿಜವಾದ ಕನ್ನಡ ಸಿನಿ ಪ್ರೇಮಿ ಇದನ್ನು
not-Kannada,Lyrics lit VP voice
Positive,Sri filmna north Indiadali promotion jasthi jasthi Madi
Positive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
Positive,ನಿಜವಾಗ್ಲೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ.... song Rakshith sir.. all the very best..
Negative,Dislike madiru Yarantha gotthanBurnel kodro avrige...
unknown state,Ragad song  ....
not-Kannada,Hands... Up....
unknown state,#BOSS FAN'S YELLA LIKE MADRO
Positive,ವಿಡಿಯೋ ನೋಡ್ತಿರುವ ಎಲ್ಲ ಕನ್ನಡಿಗರು ಲೈಕ್ ಮಾಡಿ!
Negative,Dislikers bayalli shegani Ida....
not-Kannada,Super... Super... Super...
Positive,ಎಷ್ಟು ಗುಣಮಟ್ಟವಾಗೀದೆ. ಕನ್ನಡದ ಹೆಮ್ಮೆ.
Positive,ಡಬ್ಬಿಂಗ್ ಪ್ರೋತ್ಸಾಹಿಸುವವರು ಲೈಕ್ ಮಾಡಿ
not-Kannada,Ohh my God
Positive,ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಅವಥಾರ... nಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ....nನಿಜಾ ಗುರು ಈ ಚಿತ್ರ ಚರಿತ್ರೆಯನ್ನು ಸೃಷ್ಟಿ ಮಾಡುತ್ತದೆ....
Mixed feelings,Hands up  with ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ
Mixed feelings,ಆ ಬಂದುಕಿಗೆ ಇದೆ ಘನ ಹೆಸರು..
Negative,Views nodi ne gottagatte promotion sari aagilla anta. Pan India movie idu. Please innu promotion beku. Saakagta illa.
Negative,Idu Fantasy Film tara kantide alva?
unknown state,Wow wt I seen ?? Osmm
Mixed feelings,Yalru Hands Up Madi Avane Srimannarayana
Negative,ಕರ್ನಾಟಕ ಬಿಟ್ಟು ಬೇರೆ ಕಡೇ ಪ್ರೊಮೋಷನ್ ಮಾಡರಪ್ಪ ಸುಮ್ನೆ ಇಂತ movie ನಾ ಹಾಳ ಮಾಡ್ಬೇಡಿ
not-Kannada,Slow poisening song suuper.....
Positive,Dinkchaak haadugalanna keli besottogiro kannada janatege adhbhuta rasadoutana koduva different haadu....... Ravichandran avra aa haadugala habba nenapayitu..... Blockbuster ASN
Negative,Urko sanvi dagar rashmika...
Positive,Song full gicchi gili gili.....
Positive,Avanae srimannarayana...- Eddhu Charitra shrushtisuva avatara.... 
unknown state,HistorynBefore sanvinAfter shanvi
Positive,ಒಬ್ಬ ನಾಯಕನ ಕಥೆಯಲ್ಲಿ ೨ ಯುದ್ದ ಬರುತ್ತೆ ಸಾನ್ವಿ ಬಂದ್ಮೇಲೆ ಒಂದು ಇನೊಂದು ಸಾನ್ವಿ ಹೋದಮೇಲೆ ಅವನೇ ಶ್ರೀಮನಾರಯನ್
Positive,Konegu Rakshith shety kainal Dance madsok AVNE barbrkitu nYaaaaravnu ~~~~~~~ #ASN
Mixed feelings,Last scene nali spoon ogediddu Rishab shetty na?
not-Kannada,Syke SongnI am Full Fida....
Positive,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೂ ಅವತಾರ
Mixed feelings,Howdu tumba reveal mad bitru
Negative,@Sachin Shetty nYeno alpa swalpa budhi upiyogiside
unknown state,@Praveen P ik
not-Kannada,Super song  Handsup
Positive,Swag ka baap Rakshit Shetty..
Positive,ಬೇರೆ ಭಾಷೆಯ ಅವರಿಗೆಲ್ಲ hands up ಹೇಳಲು ಬರುತ್ತಿದ್ದಾರೆ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.ಯಶ್ ಅಭಿಮಾನಿಯಾಗಿ ಹೇಳುತ್ತಿದ್ದಿನಿ . ಕೆಜಿಎಫ್ ಆದಮೇಲೆ ಎರಡನೇ ಸಿನಿಮಾ ಬ್ಲಾಕ್ಬಸ್ಟರ್ ಆಗುವುದು ಇದ್ದೇನೆ
Mixed feelings,@Manjunath v ನಾನು ಅಷ್ಟೇ ಯಶ್ ಫ್ಯಾನ್
unknown state,Moorne kgf 2
Mixed feelings,ನನಗು same ಹಂಗೇ ಅನ್ನಿಸ್ತು;
Positive,7 ಜನ್ಮ ಇದಿಯಾ ಆತ್ವಾ ಇಲ್ವೋ |n
not-Kannada,Hand's Up super
Positive,Chiki chiki chikappa nidhe madidh saku helappa
Positive,Pakka super hit
unknown state,Nice PD 
Positive,ಜೈ ಆಂಜನೇಯ
Positive,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ All the best
Positive,All d best for appu fans
Positive,OMG nange gotte irlilla prajwal hatra istond ide anta
not-Kannada,Looks lyk promising
Negative,ನೀವು ಈ ತರ ಪ್ರಯೋಗಾತ್ಮಕ ಮೋವಿಗಳನ್ನೆ ಮಾಡಿ  ನಿಮ್ಗೆ ಈ ತರನೆ ಸೆಟ್ ಆಗೋದು
not-Kannada,Supper trailer I like
not-Kannada,Jai D Boss
unknown state,sleeping beauty syndrome
Positive,Amazing trailer ಹೊಸ ತರಹದ ಪ್ರಯತ್ನ ಚಿತ್ರ ತಂಡಕ್ಕೆ nಶುಭವಾಗಲಿ 100 ದಿನಗಳು ಪೊರೈಸಲಿ nಅಪ್ಪು ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಪರವಾಗಿ ಗುಡ್ ಲಕ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್
Negative,It's Tamil movie dubnPlz don't dub sir
Positive,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಅಭಿನಯದ e ಇ ಚಿತ್ರ ಅವ್ರ ಲೈಪ್ ನಲ್ಲಿ ಒಂದು ಮೈಲಿಗಲ್ಲು ಆಗುತ್ತೆ
Positive,Super   n  ಜೈ ಡಿ ಬಾಸ್
Positive,NAMMA modala web series
not-Kannada,Super dynamic princ prajwal sir
Positive,One next level movie
Positive,Trailer Andre Eg Erbeku...
Positive,Supar anna love you pajuanna....
not-Kannada,amazing  
not-Kannada,100% successful movie no dought prajwal bro congratulations
unknown state,Appu boss fan's like mdi
Positive,D boss  fans full support. Successful hagli movie
Positive,Super Chindiii sir sakkatagi ede
unknown state,@Vinay Vn  nani gentle men??
Negative,Trailer nalle full story gottagbidttu...trailer bere tara try madbekittu
unknown state,Super movie 100 days
Positive,Guru Deshpande sir you are just amazing
not-Kannada,Super Jai D Boss
Positive,Waiting... Atyadbuta katahandara
not-Kannada,Good work prajju
Positive,All d best from appu fans
Positive,Super bro nD BOSS FANS
Positive,ಟ್ರೈಲರ್ ನೋಡಿ ಮೈಯೆಲ್ಲ ರೋಮಾಂಚನವಾಯಿತು! ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್
Positive,Power Star fans like madi
not-Kannada,Jai d boss
not-Kannada,Prajju Boss is Back
Positive,Super alla best bro
not-Kannada,Making Super sir
not-Kannada,Super d boss  
Positive,ತುಂಬಾ  ಚೆನ್ನಾಗಿದೆ ಟ್ರಯ್ಲರ್ ಲುಕ್ ತುಂಬಾ  ಚೆನ್ನಾಗಿದೆ ಸೂಪರ್  ಒಳ್ಳೆಯದಾಗಲಿ
not-Kannada,Song was awesome I hope Movie Too
Positive,ಜೈ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಪ್ಲೀಸ್ ಸಪೋಟ ಮಾಡಿ..
Positive,Jai appu sir
not-Kannada,D BOSS FAN
Negative,Gulama movie tarah ondd movie maadu nin hesrru maate kellsutte
Positive,ದ್ರುವ ಅಣ್ಣಾ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best
Negative,Barri dabba movie ne unn maado du
Positive,Pakka hit agutthe guru movie
Positive,Hindi nalli Madi movie oduthe plz
Positive,All the best ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ avre.
not-Kannada,D boss fans like here
Positive,ಸಾಹಸಸಿಂಹ ಅಭಿಮಾನಿಗಳ ಇಂದ ಆಲ್ ದ ಬೆಸ್ಟ್
not-Kannada,Fab Trailer
Negative,Ade old same story
Positive,Jai APPU BOSS
not-Kannada,Super trailer sir
Positive,ಟ್ರೈಲರ್ ತುಣುಕೇನೋ ಸಕ್ಕತ್ತಾಗಿದೆ       ಒಳ್ಳೇದಾಗ್ಲಿ ಚಿತ್ರ ತಂಡಕ್ಕೆ
Positive,D bosss fans kade inda all the best prajju
unknown state,ಮನೆಯಿಂದಲೇ ಸಂಪಾದಿಸಬೇಕೇ? With income proof. WhatsApp 6362806874
unknown state,ಭಾರೀ ಚಲೋ ಅಯ್ತ್ರಿ
not-Kannada,Appu boss prajwal sir
not-Kannada,Super boss I like it
Positive,Jai D Boss
Positive,ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ
not-Kannada,Super  Pak
Positive,ಯಶ್ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ All The Best
Positive,ಅಭಿನಯ ಚಕ್ರವರ್ತಿ ಅಭಿಮಾನಿಗಳ ಶುಭ ಹಾರೈಕೆಗಳು
Positive,ಟ್ರೈಲರ್ ನೋಡುದ್ರೆ ಕ್ಯುರ್ಯಾಸಿಟಿ ತುಂಬಾ ಇದೆ ಸಿನಿಮಾ ನೋಡಬೇಕು ಚೆನಾಗಿರುತ್ತೆ ಅಂತ ಭಾವಿಸ್ತಿನಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಯಶ್ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ
Mixed feelings,Ur super sir..but ಒಂದ hit movi kodi sir navu adakoskara kaetidivi....
Positive,ಟ್ರೈಲರ್ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆnಜೈ ಡಿ ಬಾಸ್.......
unknown state,D. Boss abhimani kadeyinda
Positive,jai d boss
unknown state,a d b boss
not-Kannada,I am waiting
Positive,Trailer ee rangeide ina filmnAwesome man
unknown state,Super  appu Bøss fans
Mixed feelings,He need break..
Mixed feelings,He need break..
unknown state,@Deepa CH Roll no-24
Negative,Ayyo Vishal movie remake guru idu
Positive,ಎಲ್ಲಾ  ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು  ಪ್ರಜ್ವಲ್ ನ ಈ ಸಿನಿಮಾ ನೋಡಿ ಆರೈಸಿ ಪ್ರಜ್ವಲ್ ನ ಈ ಸಿನಿಮಾ ದಾಖಲೆ ಗಳ ಸಿನಿಮಾ  ಸಾಲಿನಲ್ಲಿ  ಸೆರಲಿ
Positive,super guru  D BOSS
unknown state,D boss kaa bro.....
Positive,Anna nanu dhevara hathra kellkonthini   E movie success kandu   nimma cini journey yalli life turning movie aglli antha ....GUD LUCK BRO ...JAI HANUMAN   SUPPORT FROM D BOSS ABIMAANI
Positive,ತುಂಬಾ ತ್ರಿಲಿಂಗ್ ಇರೋ ಹಾಗೆ ಇದೆ ಬೇಗ ರೇಲಿಜ ಮಾಡಿ
Positive,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ all the ಬೇಸ್ಟ್
Negative,Tamil vishal movie remake
Mixed feelings,Ee Tara hosa prayatna namge
Positive,Supar appu annan fans like madi
Positive,ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ...... Best wishes
unknown state,Jai appu boss
Positive,Preethi ge praana bidovru Idara ??
Mixed feelings,ಈಗ ನಿಜವಾದ ನಾಯಕ PRAJWAL  ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ
Mixed feelings,Looks like it's a suspense movie
Positive,Prajwal  bro  nivu   come  back  agbeku   .....   nivu  pakka   gede  gelthira
Positive,ಈ ಟ್ರೈಲರ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಕೆರಿಯರ್ ನ ಬೆಸ್ಟ್ ಟ್ರೈಲರ್ ಒಳ್ಳೆಯದಾಗಲಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಅಪ್ಪು ಬಾಸ್ ಫ್ಯಾನ್ಸ್
Positive,ಸೂಪರ್  ಸರ್
Positive,ಸೂಪರ್ ಏತ ಆಗಿನ ಕಾಲದಲ್ಲಿ ಸೂಪರ್ ಸ್ಟಾರ್ ತೋಗರಿ ತೀಪ
Positive,Togari thipan hasya chataki supar
Positive,Nice togari tippa kathegalu
Positive,Togari teeppa super
not-Kannada,Super  sir
Positive,ತೊಗರಿತಿಪ್ಪನ  ದ್ರಟ್ಸಾಂತ  ಕೆಳಿದರೆ   ಸಂತೊಷವೆ  ಸಂತೊಷ
Positive,ತೊಗರಿ ತಿಪ್ಪ ಸ್ಟೋರಿ ಹಿಂದೆ ಟೇಪ್ ರೆಕಾರ್ಡನಲ್ಲಿ ಕ್ಯಾಸೆಟ್ ಹಾಕಿ ಕೇಳಿದ ನೆನಪನ್ನು ಮರುಕಳಿಸಿದ ಅಶ್ವೀನಿ ಆಡಿಯೋದವರಿಗೆ ಧನ್ಯವಾದಗಳು...
Positive,Super kannada story togari tippa
Positive,ಸೂಪರ್ ಹಿಟ್ ಕಾಮಿಡಿ
unknown state,Godiyaga isfet adatida
unknown state,Godiyaga ata aadtida
Positive,ವಿಕಾಸ  ನಾಟಿಕಾರ ಇವರು ಹರನಾಳದವರು.ವಳ್ಳೆಯ ಕಥೆ
Positive,2019 Noduvaru like please.........
Positive,ನಾವು ಸಣ್ಣವರದ್ದೀಗಾ ಈ ನಾಟಕ ಹಳೇ ನೆನಪು ಬರತ್ತ ಇದೆ ಇದನ್ನ ಕೇಳಿ ಪುನಃ ಪುನಃ ಕೇಳಬೇಕು ಅನಿಸುತ್ತೆ ಶಂಭು ಬಳಿಗಾರ ದೊಡ್ಡ ನಮಸ್ಕಾರ ಇದೇ ತರ ನುಚ್ಚಿನ ಮಲ್ಲಯ್ಯ ನಾಟಕ ಆಪ್ ಲೋಡ್ ಮಾಡಿ
Positive,Nice story togari tippa
Positive,ಸುಮಾರು ೨೪-೨೫ ವರ್ಷದ ಹಿಂದೆ ಕ್ಯಾಸೆಟ್ ಮೂಲಕ ಕೇಳಿದ ತೊಗರಿ ತಿಪ್ಪನ ಕಥೆಯಿದು. ಇಂದಿಗೂ ಅದೇ ನಗು
Negative,Vaal kachidu bhal Nagu tarastri....Bhari Ada ri kati...
not-Kannada,Super voice sir
Positive,ಸೂಪರ್ ತೊಗರಿ ತಿಪ್ಪನ್ ಕಥೆ
Positive,Togari tippa is greaterden
Positive,ಓಳ್ಳೆ ಕಥೆ ಬಹಳ ವರ್ಷ ಆಗಿತ್ತು ಕೇಳಿ
unknown state,ನನಗೆ ಯಾದಿ ಮೇ ಶಾದಿ  ಕ್ಯಾಸೆಟ್ ಹಾಡುಗಳು ಬೇಕಾಗಿವೆ
unknown state,ನನಗೆ. ಯಾದೀಮೇ. ಶಾದೀ.ಹಾಡುಗಳು.ಬೇಕಾಗೀವೇ
Positive,ಇಂಥ ಕಥೆ ಹುಟ್ಟುಹಾಕಿದ ಮಹಾನುಭಾನಿಗೆ ನಮೋನಮಹಾ
not-Kannada,Upload volume 2 please
Positive,ಸರ್ ...ನಾವ್ ಬೇಜಾರ್ ಆದಾಗ ಇಂತಹ ಕಥೆ ಕೇಳ್ತಿನಿ.
not-Kannada,Super fast kate
Positive,ಶಂಭು ಬಳಿಗೇರ ಗುರುಗಳೇ ನಿಮಗೆ ಧನ್ಯವಾದಗಳು ನಿಮ್ಮಕಥೆ ಹೇಳುವ  ಶೈಲೀಗೆ ನಮನಗಳು
Positive,ಸರ್.. ನಾನು ಪ್ರೊ॥ ಶಂಭು ಬಳಿಗಾರ ಅವರ ಅಭಿಮಾನಿ.. ನಾನು ಅವರ ಇ ೬ ಆಡಿಯೋಗಳನ್ನು ಸುಮಾರು ೧೦೦೦ ಕ್ಕಿಂತಲೂ ಹೆಚ್ಚು ಬಾರಿ ಕೇಳಿದ್ದೀನಿ.. nಕೆರೆಗೆ ಹಾರ..nಗೋಧಿ ಹುಗ್ಗಿ ಗಂಗಯ್ಯ..nತೊಗರಿ ತಿಪ್ಪ-೧..nತೊಗರಿ ತಿಪ್ಪ-೨..nಹಾಲುಂಡ ತವರು..nನುಚ್ಚಿನ ಮಲ್ಲಯ್ಯ..nnಸರ್.. ನೀವು ನಿರೂಪಿಸಿರುವ ಮತ್ತೆ ಯಾವ ಯಾವ ರಚನೆಗಳಿವೆ.. ದಯವಿಟ್ಟು ತಿಳಿಸಿ ಸರ್.
not-Kannada,Super
Negative,La video ako su.....।
Negative,ಸಾರ್  ಇದು ಕಲ್ಪನೆಯ ಕಥೆಯ ಏನು ನಿಜವಾದ ಕಥನ
not-Kannada,Togari tippa togari tippa.....sathvik sobarad
Positive,ಒಳ್ಳೆಯ ಕಥೆ ಯೂಟ್ಯೂಬಲ್ಲಿ ಇಂತಹ ಒಳ್ಳೆಯ ಹಾಸ್ಯಮಯವಾದ ಮತ್ತು ಜನರಿಗೆ ಅನುಕೂಲವಾಗುವ ರೀತಿಯ ಸಮಾಜಕ್ಕೆ ಸಂದೇಶ ಸಾರುವ ನೀತಿಕಥೆಗಳನ್ನು ಹಾಕಿದ್ದೀರಿ ಅವರಿಗೆ ಧನ್ಯವಾದಗಳು ಹಾಗೂ ತೊಗರಿ ತಿಪ್ಪ ಗೋಧಿ ಹುಗ್ಗಿ ಗಂಗಯ್ಯ ಒಳ್ಳೆಯ ಕಥೆಗಳನ್ನು ಅಪ್ಲೋಡ್ ಮಾಡಿ
Positive,ನಾವ್ ಲಕ್ಷ್ಮೇಶ್ವರ ದವರ nಸೂಪರ್
Positive,Bisilu nadalli hola uluvavane nijavada raita
not-Kannada,Super stories. Ipadent
not-Kannada,Please upload vol 2
Positive,ಶಂಭು ಬಳಿಗಾರವರೆ ತುಂಬಾ ಧನ್ಯವಾದಗಳು ಹಾಸ್ಯ ಜಾನಪದ ಕಥೆ
Positive,Togari tippa super story
Positive,Shambu baligar avara maathaduva shaili super
Positive,ತೋಗರಿ ತಿಪ್ಪ‌  ಜಾನಪದ ಹಸ್ಯ ಕಥೆ
Positive,ತೊಗರಿ ತಿಪ್ಪ ಹಾಸ್ಯ ಚಟಾಕಿ ಸುಪರ್
Positive,Super sir namge thumba istavada kathe nam parents ge kelisbeku aadastu bega idanna
Positive,ತುಂಬಾ ಅದ್ಭುತ ಕತೆ
Negative,Ningappa  s  malekoppa
Positive,ಇದು ನಮ್ಮ ಉತ್ತರ ಕರ್ನಾಟಕದ ಶೈಲಿಯಲ್ಲಿ ಸಿನಿಮಾ ಆಗಬೇಕು
Positive,ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸಾರ್
Positive,Super navu chikvara idaga kelta idavi super childhood memories
Positive,ಹಳೆಯ ನೆನಪು...ತೋಗರಿ ತಿಪ್ಪ
unknown state,Chalu ati nataka
Positive,ಸುಂದರ ಕಲ್ಪನೆಯ ಹಾಸ್ಯ ಪ್ರಸಂಗಗಳು.nಡಾ. ಶಂಭು ಬಳಿಗಾರರ ಹೇಳುಗಾರಿಕೆ ಜನಮೆಚ್ಚುವಂಥದ್ದು.
Positive,2019 ರಲ್ಲಿ ಈ ಕಥೆ ಯಾರ್ ಯಾರ್ ಕೇಳಿರೆಪಾ
not-Kannada,AWESOME nBRO SEND ME LINK OF PART -2 nEXITED TO LISTEN PART 2
Positive,ತೊಗರಿ ತಿಪ್ಪ ಸೂಪರ ನಾಟಕ
Positive,Togari tippa super
Positive,ತೊಗರಿ ತಿಪ್ಪಾ ಹಾಸ್ಯ ಚಟಾಕಿ ಮಸ್ತ ಐತಿ ರಿ
Positive,sir nem no kodie plz plz
Positive,Super togare tippa
Positive,Super togari tipa
Positive,Ella kannada abhimanigalu kelebekada hasya chataki
Positive,Very nice togari tippa story
Positive,ಸೂಪರ್ ರಿ ಸರ್
Positive,ಎಷ್ಟು ದಿನ ಆಯಿತು ಕೇಳಿ ಓ ತುಂಬಾ ಖುಷಿ ಆಯಿತು
not-Kannada,Manjunatha  Manju
not-Kannada,Manjunatha  Manju
Positive,ಹೆಸರಿಗೆ ತಕ್ಕ ತಿಪ್ಪ.....ಹಾಸ್ಯಮಯ Super
Negative,Ayya Yappa Togari Tippa valyappa Yappa
not-Kannada,Nice I like it
Positive,Inta kate matte matte krlbeku ansatte super
Positive,children's Dan's aha jumtaka jum jum
not-Kannada,R.. R.. MADAR
not-Kannada,shobha  a
Positive,Super re pa
Positive,ಮಸ್ತ ತೊಗರಿ ತಿಫ್ಪ
not-Kannada,Arajun Galagali thippesh
Positive,Super tippa story
Positive,nice togari tippa
not-Kannada,Dilip Singh Dilip dalit Sangh Ambedkar Dalit Singh song
Positive,Togari tipppa story super
Positive,Korlahalli tippa kavalur sidda. Anna tamma.
Positive,ತಿಪ್ಪನ ಕಥೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ  ಅಕ್ಕ
not-Kannada,Sundara vada camedey
Positive,ತೊಗರಿ ತಿಪ್ಪ ಸೂಪರ
Positive,ತೊಗರಿ ತಿಪ್ಪnಜಾನಪದ ಹಾಸ್ಯ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ಡಾ.ಶಂಭು ಬಳಿಗಾರ ರವರಿಗೆnಧನ್ಯವಾದಗಳು
not-Kannada,Very nice story
Positive,ಸರ್ ಇದನ್ನ ನಮ್ಮ ಕಲ್ಪನೆ ಸಿನಿಮಾ
Negative,Kateya kone channagilla
Negative,hawdale thugari tippa
Positive,Tippa janapad hasay chataki super
Mixed feelings,೨೫ ವರ್ಷಗಳ ಹಿಂದಕ್ಕೆ ಕರೆದೊಯ್ದು ಬಿಸಾಕಿ ಬಿಟ್ಟಿತು ಈ ಕಥೆ
not-Kannada,@Sachin Sachin p
Positive,ಸುಪರ್ ತೊಗರಿ ತಿಪ್ಪ
Positive,Togari tippa story super
Positive,ನನಗೆ ಇಷ್ಟವಾದ ಕಥೆ ತೊಗರಿ ತಿಪ್ಪ
Positive,ನಾನು ೨೫ ವರ್ಶದ ಹಿಂದೆ ಕೇಳಿದೆ ಬಹಳ ಚೆನ್ನಾಗಿದೆ
Positive,bal Chand aytri... Estu sala kelidru mat mat kelbeku..
Positive,Bahala varshada nantara Togari Tippa Hasya keli santosh aayitu  thank you for this video
Positive,ಬದುಕಿಗೆ ನೂರು ದಾರಿ..ಆ ಕಾಲದ ತೊಗರತಿಪ್ಪನಿ  ಬುದ್ಧಿಮತ್ತೆಗೆ ನೂರು ಸಲಾಂ.. ಹಿರೇಮಠ ಹೋತಪೇಟ
not-Kannada,Sharanappa Hosur ঐযয
Positive,ಕರ್ನಾಟಕದ ಶ್ರೀಮನ್ನಾರಾಯಣ ಬಗ್ಗೆ ತಲೆ ಕೆಡಿಸಿಕೊಳ್ಳಬೇಡಿ promotion ನ ವಿಚಾರವಾಗಿ ಇಲ್ಲಿಗೆ ನಮ್ಮ ಟ್ರೋಲ್‌ಪೇಜ್ ನವರೆ ಸಾಕು..nಕರ್ನಾಟಕದಾಚೆಗೆ ಹೆಚ್ಚಿನ ಪ್ರಮೋಷನ್‌ನ ಅವಶ್ಯಕತೆ ಇದೆ. ಪ್ರಮುಖವಾಗಿ ಉತ್ತರ ಭಾರತದಲ್ಲಿ.nಇದು ಕನ್ನಡಿಗರ ವಿನಂತಿ
not-Kannada,@MUKESH G yes
Positive,ಸೂಪರ್ u r a carrect
Positive,Yaru nammamatu kelalla avarige tochiddu avaru madtare
unknown state,@live vijju 2.0
Mixed feelings,Bro Hindi song sigthila
Mixed feelings,@DACCHU D BOSS naanu adanne hudukta idini 
Positive,@DACCHU D BOSS ennu release aagila bro.
Positive,Hands upn#yuvarathnaa update on December 31stjai #drrajkumar
Positive,ಹೌದು ಹುಲಿಯಾ
not-Kannada,Don't dislike
Mixed feelings,Yelru onde hindu Muslim anta dived madbedi
Positive,Rakshit shetty sir ge jai
Mixed feelings,First like
Positive,Thumbha ಒಳ್ಳೆಯ ಮಾಹಿತಿ Anna. Dhanyavaadagalu.
Positive,ದೇಶ ಬದಲಾವಣೆ ಆಗಬೇಕು ಸರ್
Positive,Super sir iam like this video awesome
Positive,Amar prasad sir ಈ ಕೆಲವು ಅತಿ ಉತ್ತಮ ವಿಷಯಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಾವು ಚೀನ ದೇಶದಿಂದ ತುಂಬ ವಿಷಯಗಳನ್ನು ಕಲಿತು ನಮ್ಮ ಜೀವನದಲ್ಲಿ ಅಳವಡಿಸಿಕೊಳ್ಳಬೇಕು. ಆಗ ಮಾತ್ರ ನಾವು ನಿಜವಾಗಿಯೂ ಸಶಕ್ತ ವಾಗಲು ಸಾಧ್ಯವಾಗಬಹುದು ಎಂದೆನಿಸುತ್ತದೆ... ಈ ಮಾಹಿತಿ ಗಾಗಿ ತುಂಬ ಧನ್ಯವಾದಗಳು ಸರ್..
Negative,sooooo many adds
Negative,Masthmaga na duplicate madbitaru Amar sir
Positive,ನಿಮ್ಮ ಎಲ್ಲಮಾತನ್ನ100% ಒಪ್ಪುವಂತದ್ದೇ.ಚೀನಾ ಅಭಿವೃದ್ಧಿಯಲ್ಲಿ ಮುಂದಿರಬಹುದು.ಆದರೆ ಭಾರತದ ಜನರಿಗಿರುವಷ್ಟು ಸ್ವಾತಂತ್ರ್ಯ ಚೀನಾದ ಜನರಿಗಿಲ್ಲ.ಜನರು ಬಹಿರಂಗವಾಗಿ ಮಾತನಾಡೋಹಾಗೇ ಇಲ್ಲ.ಜನರಿಗೆ ಸ್ವತಂತ್ರವಾಗಿ ಬದುಕೋಹಕ್ಕೇ ಇಲ್ಲ ಅಂದ್ಮೇಲೆ ಎಷ್ಟಿದ್ರೆ ಏನುಪ್ರಯೋಜನ?ಮೇರಾಭಾರತ್ ಮಹಾನ್.
