Text,Label
Yes I'm also,unknown_state
Pride of Karnataka & Kannada,not-Kannada
KGF 2 songs bartave with bang bang BGMs.,Positive
Sharanraj Crs ದನೇವಾದಗಳು,Positive
@Bhavya S M   Duet,unknown_state
Ur just owsm man!!,not-Kannada
Alagi hogali bidu,Negative
Plz rerelease movie again,Positive
Next Shankar nag born,unknown_state
Kannada cinema dali osha parvaa . .......,Mixed_feelings
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ  All the best....,Positive
Anna thamma janpada super,Positive
Neen super guru,Positive
ಇಪ್ಪತೈದು ವರ್ಷಗಳ ಹಿಂದೆ ಕೇಳಿದ್ದು ಮತ್ತೆ ಕೇಳಿದಾಗ ತುಂಬಾ ಸಂತೋಷ ವಾಯಿತು,Positive
Suraj Suraj suuuuper brother,unknown_state
Fast ban madro tiktok na agtila nodake evrgal atana,Negative
Eddane annodu nanna nambike.aadre ashvataamanige kannadada bartita anodu davtu,Positive
Bro nanu kuda tiktok use madthidae adrae adu ban adaga nang yenu bejar agilla yakandrae namdu ondu sanna contribution irli namma desha kae jai hind,Positive
@Thejas Gowda avnu oba uneducated slum sulemaga..adke yaneno bogltane,Negative
Guru Deshpande sir you are just amazing,Positive
Please darshan fans dislike madbedi nim Hero ne great but please Ee movie ge dislike madbedi,Negative
Super song loved it,not-Kannada
Awsome movie must match movie,Positive
Jai D Boss,unknown_state
E type movie na tamilali Vishal madidare mostly adara remake aadru aagirbahudu,Negative
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ,Positive
My dream IPS,unknown_state
Howdu movie Adbhuta..... tumba chennagide..... but ending swalpa disturbing ansatte..... adi and diya ondagiddidre innu chennagirtittu..... Elru tumba chennag act madidare,Negative
Super song guru,Positive
ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗೆ ದಯವಿಟ್ಟು ಸಪೋರ್ಟು ಮಾಡಿ,Positive
ಲವ್ ಯು ಬಾಸ್  ಸೂಪರ್,Positive
E song first time yarig tilidila avr like madi,unknown_state
Super guru ninu,Positive
My favorite movie,Positive
Nange picture ka geet,Positive
ಸುದೀಪ್ ಸರ್ ಅಂಡ್ ದರ್ಶನ್ ಸರ್ ಅವರಿಗೆ ಇರೋ ಫ್ಯಾನ್ಸ್ ಫಾಲೋಯಿಂಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಇಲ್ಲ ಅಂದ್ರು ಸಾಂಗ್ 2m  ಮತ್ತು ಟೀಸರ್ 8.5.m ಬೆಂಕಿ ಗುರು ಮೂವಿ  ವೇಟಿಂಗ್,Positive
Avane shriman narayana,Mixed_feelings
S.r very nice,not-Kannada
I love you sir,not-Kannada
Bro  I am your big fan,not-Kannada
Super sir keep it,Positive
Yamma..kivili raktha barthide supper guroo,Positive
Sir Bermuda triangle bagge video maadi,Positive
super bro bikat china,unknown_state
@Vinay kumar sari nim balegara yake shaata ella kithu thalege anstondidane shaatukobba-3_The power of shaata promotion ga,Negative
#rashmikamandhana  bad girl,Negative
I like it kanta nI like it,Positive
Vere level  thinking sir,not-Kannada
Super Guru,unknown_state
ಕ್ಷಮೇ ಇರಲಿ.ತುಂಬಾ ಅದ್ಬುತವಾದ ಸಿನಿಮಾ ವರ್ಣಿಸಲು ಪದಗಳೇ ಇಲ್ಲ ಜೀವನದ ಅನಿರೀಕ್ಷಿತ ತಿರುವುಗಳ ಬಗ್ಗೆ ಊಹಿಸಲಸಧ್ಯವಾದ ಸಂದರ್ಭ ಸನ್ನಿವೇಶಗಳನ್ನು ಕಣ್ಣ ಮುಂದೆ ತುಂಬಾ ಅಚ್ಚುಕಟ್ಟಾಗಿ ನಿರ್ದೇಶಕರು ಕಟ್ಟಿ ಕೊಟ್ಟಿದಾರೆ ಒಟ್ಟಾರೆಯಾಗಿ ಎಲ್ಲರೂ ತಮ್ಮ ಪಾತ್ರಗಳಿಗೆ ಜೀವ ತುಂಬಿದ್ದಾರೆ,Negative
‌నా పేరు ఉధిత,not-Kannada
Very good song,not-Kannada
Siri gannadam galge haakbitallapa Thu  yaro ninu lo gelge Kano adhu,Negative
@Prasad Raj tulunad and kannada bashe meli abhimana super guru,Positive
In ond trip nodbeku but but sinama chenge madbittru olle movi ge olle respans illa Nam karnatakadalli,Positive
S bro Niv helid nija,Positive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive
super bro love you,not-Kannada
Dislike madiroro rashmika fans irbeku,Negative
ನಾವು ಕೇವಲ ಕನಸು ಮಾತ್ರ ಕಾಣುತ ಇದೇವೆ ಒಂದು ವೇಳೆ ಉತ್ಪಾದನೆ ಮಾಡಿದರು ಕೂಡ ಅದನ್ನು ಎಕ್ಸ್ಪೋರ್ಟ್ ಮಾಡಲು ಧೋಡ್ಡ ಗಾತ್ರದ ಹಡಗು ನಿಲ್ಲಿಸಲು ಬಂದರು ಕೂಡ ಇಲ್ಲ ಅದಕ್ಕೂ ನಾವು ದುಬೈ ಅವಲಂಬಿತ ರಗಿದೇವೆ. ತುಂಬಾ ಕೆಲಸಗಳು ಬಾಕಿ ಇದೆ,Positive
Upload volume 2 please,not-Kannada
Hands up ......... Super song,Positive
Just Woww  Super Prajju  anna!! Gud luck,Positive
@Manjumani Manjumani howdu bro yelru namavre super nivu,Mixed_feelings
ಮರಿಯೋಕ್ ಸಾದ್ಯ ಆಗ್ದೆ ಇರೊ ಸಿನೆಮಾ,Negative
Lovely guru super,Positive
Saku thika muchu shoki nan magne,Negative
@Bharathraj T B irli bido... Ningen helilvalla,Negative
ಕಂಚಿನ ಕಂಠದಲ್ಲಿ ಮೂಡಿ ಬಂದ ತೊಗರಿತಿಪ್ಪ ಹಳೇ ನೆನಪು ತಾಜಾ ಮಾಡಿತು,Positive
awsme songs sir,not-Kannada
Olledagli shankar sir yavduku tale kedskobedi olle life lead madtidira ha bagvanta nimge olledmadli,Positive
Thank you so much Fayaz bhaii,not-Kannada
Olle kannada song anthane helbahudhu,Positive
Sariyagi promotion maadade cinema haal maadtarapan(Hindi Song Elranna?),Negative
#ದಿಯಾ  ರೀ ರಿಲೀಸ್ ಮಾಡಿ,Positive
Bro game name pizz,Mixed_feelings
Nin dialog super guru chindi guru,Positive
Nam guru songs always different,Positive
@Siddesh Kumar thankyou sir,not-Kannada
ತುಂಬಾ ವರ್ಷದ ಹಿಂದೆ ಕೇಳಿದ್ದೆ.ಈಗ ಸಿಕ್ಕಿದ್ದು ಸಕತ್ ಖುಷಿ ಆಗಿದೆ,Positive
Chindi chithrannaaa guru,Positive
@Ŕävîñđŕå_02_GøWđřú bro ah sule Nandhini atra yen matu bidi,Mixed_feelings
ಈ ಹಾಡು ರಶ್ಮಿಕ ಮಂಗಣ್ಣನವರಿಗೆ ಅರ್ಪಣೆ ,Negative
ರಾಜವಂಶದ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಕೆಗಳು,Positive
Kabja kannada samrajya nucchu noor madtade,Negative
Nice song galli mathina bajaru suddi saridhe sumaru charitre shrustiso avathara,Positive
Lo gube don't compare anyone yellaru namma kannada super star,Negative
Yaav movie flop andri?,Mixed_feelings
ನಮ್ಮ ದರ್ಶನ್ ಸರ್ ಪ್ರೆಸ್ ಮೀಟಲ್ಲಿ ಹೇಳಿದರು ಇಂಥ ಸಿನಿಮಾಗಳನ್ನು ನೋಡಬೇಕು ಅಂತ ಕಂಡಿ ವಾಗಿಯೂ ಸಿನಿಮಾ ನೋಡುತ್ತೇವೆ ದರ್ಶನ ಅಣ್ಣ,Positive
Bro niv sarige helidri,Positive
Kelave kelavu theatrenalli matra release agittu,Negative
@Mithun KUDLA well said bro,unknown_state
Superb movie sir.... awesome,Positive
ನೋಡಿ ಸರ್ ಯಾವದನು ಅಲೆಗಳಗಿಲ್ಲ ನಾನು ದೇವರನ ನಂಬಲ ಅಂದರೆ ಕೃಷ್ಣನ ಖಂಡಿತಾ ನಂಬತಿನಿ,Mixed_feelings
Good massage broooo lv u,not-Kannada
Nice message bro,Positive
kannadavu support madalla jatre song matra views agodu.tiktok ellla busy agavre . telugu alli 1 day 10 millon agutte namalli agalla,Negative
ವಾರಕ್ಕೆ 10-15 ಸಿನಿಮಾ ರಿಲೀಸ್ ಆದರೆ ಯಾರ್ ನೋಡ್ತಾರೆ,Negative
Chalu ati nataka,unknown_state
Houdu nNam janakke buddi illa,Negative
ಚೀನಾ ನಿಜವಾದ ಕಮ್ಯೂನಿಸ್ಟ್ ರಾಷ್ಟ್ರ ಆದರೆ ಆಲ್ಲಿನ ಕಾನೂನು  ಹಾಗಿಲ್ಲ ಆದರೆ ನಮ್ಮದೇಶ ಸ್ವತಂತ್ರ ದೇಶ ಆದರೆ ಕಾನೂನು ನಕ್ಸಲಿ ಕಾನೂನ ದುಡಿಯುವವನ ಬಳಿ ಕಿತ್ತು ಕುಳಿತ ಸೊಂಬೇರಿಗಳ ಸಾಕುವ ಮಹಾನ್ ದಾರಾಳ ದುರಬುದ್ದಿಯ ರಾಷ್ಟ್ರ ನಮ್ಮ  ಭಾರತ... ಇಲ್ಲಿ  ಬಿಟ್ಟಿ ಅಕ್ಕಿ ಬಿಟ್ಟಿ ದಿನಸಿ ಬಿಟ್ಟಿ TV  ಮಿಕ್ಸಿ ಎಲ್ಲಾ ಸರ್ಕಾರವೇ ಕೊಡುತ್ತೆ ನಾವುಗಳು ಬರಿ ಹೆಣ್ಣು ನೋಡಿಕೊಂಡು ಮದುವೆ ಆಗಿ ಮಕ್ಕಳು  ಹುಟ್ಟಿಸಿದರೆ ಸಾಕು ಮತ್ತೆ  ಆ ಮಕ್ಕಳನ್ನೂ ನಮ್ಮ  ದೇಶದ ಆಡಳಿತ ಸರ್ಕಾರಗಳು ಸಾಕಿಕೊಳ್ಳುತ್ತವೆ ಏಕೆಂದರೆ  ಅದು ಭವಿಷ್ಯದ ಓಟು.... nಭಾರತ ಇಂಥಹ ನೀಚ ಮನಸ್ಥಿತಿಯಿಂದ ಹೊರಬಂದು  ಯುವ ಜನತೆಗೆ ಶ್ರಮವಹಿಸಿ ದುಡಿಯೊದು ಕಲಿಸದಿದ್ದರೆ ಈ ದೇಶ ಭಿಕ್ಷುಕರ ನಾಡಾಗುತ್ತೆ... nಸೊಂಬೇರಿಗಳ ಮಹಾನ್ ಭಾರತ...,Positive
ತುಂಬಾ ನಗು ಬಂತು ಗುರು,Positive
@Manju Sl nಹೌದು ಸರ್,Positive
Flair gun in pubg,not-Kannada
Caller tune code piz?,Mixed_feelings
Really ... Diya Karnataka crush agbitidare... Nija taane...? Love u diya,Positive
Supar friend supar,not-Kannada
Bro nim maath keli China App hogli Indian App nallu video madalla bidi,Positive
charan gowda  db,unknown_state
Nim ge esta agiddare like.Comments.madi,Positive
Thank you sir,not-Kannada
Binduge saryagi ugithidira good go ahead  we are enjoying well,Mixed_feelings
Hands up for Vijay sir,unknown_state
in 10m view 224k likes..i think highest likes for less views in kannada...,not-Kannada
Ur brilliant.... neevu helida haage fb twitter alli comments hakta kuthkobek aaguthe,Positive
Kannada movie songs  Kannada movie All No 1,Positive
sir nivu kottiguobbru,Positive
ಇದು ಚರಿತ್ರೆ ಸ್ರಷ್ಟಿಸೋ ಅವತಾರ...,Positive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Positive
Nkana nava gothala issur hudugaru,Mixed_feelings
Hadsap handsap.......plzzzzzzz kannada cinima idndustige handsap me.........saport,Positive
Ossam ASN Super song,Positive
kannada tougari teppa,Positive
Bro neenu Heludhu Sarine,Positive
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಪಾರ್ಟಿ 2 ಬರುವಂತಾಗಲಿ,Positive
O my god,not-Kannada
Super bro,not-Kannada
Super Rakshit sir super super song super,not-Kannada
ಈ ಒಂದ್ ಸಾಂಗ್ ಸಾಕು ಬುಡು ಗರು ನೀನ್ ಗೆದ್ದೆ jai @rakshith shetty,Positive
Sir nimmana nodtidre ashwth sirna nodadhaste kushi aaguthe Sir,Positive
# 1 in trending,Positive
Ivru helirodu antalla namma dharma shashtra helide. Ashwathhama chranjivi endu. Adre avru doctor manège hogidru adu doubt,Mixed_feelings
Best wishes from huccha venkat sene-zimbaabwe,Positive
Bapu Biradar t,not-Kannada
Yas re relis madi,Positive
Ivaribbarde daralli ellrigu ista agodu,Positive
Pls yestto jana nodlila film ...innome reles maadi ....naan antu bigg fan of dia,Positive
Mathondu video edre haki,Positive
@Hithu aradhya where??,unknown_state
Rashmika ge Burnol Thankodrappa!!,Negative
idu charitre srustiso avathara..,Positive
Super  guru ,Positive
Jai D Boss,Positive
ಎಲ್ಲರಿಗೂ ಹೊಸ ವರ್ಷದ ಹಾರ್ಧಿಕ ಶುಭಾಶಯಗಳು ಯಾರು 2020 ರಲ್ಲಿ ನೋಡ್ತಾ ಇದ್ದೀರಾ please like ಮಾಡಿ,Positive
Kannada indusrty ivag ivaga improve agtaide annovru like madi..,Positive
0% ಜಾತ್ರೆ..n100% talent.....,Positive
super tippa story,Positive
Movie super guro,Positive
Illi Like madidhre chenagiro movie barallanDuud kottu encourage madi movie nodidre barathe,Positive
Sundara vada camedey,not-Kannada
@Abhigowda Abhigowda,unknown_state
Chindi bro .....,Positive
ನಿಮ್ಮ ಈ ಚಿತ್ರ ಇಡೀ ಭಾರತದಲ್ಲಿ ಜನ ಮಾತಾಡೋ ಥರಾ ಆಗುತ್ತೇ..,Positive
Chinndikanna neenu neenu nam tharane madthadthiya. Super,Positive
songa  super bro,not-Kannada
Kicchana abhimanigala kadeyinda alll the best pakka,Positive
100 million agalla BRO,Negative
Tik tok ban,Negative
Description alli insta link akiddini nodi guruve,unknown_state
Bro a game yavdu,Mixed_feelings
Nanu 999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999 sala ee songaanu keele dini,Positive
@Ŕävîñđŕå_02_GøWđřú noh Ravindra Lowdre.... naanu space nalli idini.... hudukikond baroke rocket beku.... nin yogyate ge adella illa bidu,Negative
Super guru ugudre e thara ugibek moka oruskolaku gap kodbardu guru,Positive
BOSS VIDEO SONG MOSTER HIT,Mixed_feelings
super song,Positive
Lv u rrr shetty super,not-Kannada
ಏನೆ‌ ಆಗಲಿ ಮುಂದೆ ಸಾಗು ನಿ,Positive
ಯಾಕೆ dislike ಮಾಡ್ತಾರೆ ಮರೆ? Addicted,Positive
Dislike madidavaru dagar rashimka fans,Negative
#ಕನ್ನಡಿಗರು ಲೈಕ್ ಮಾಡಿ ಪ್ಲೀಸ್,Positive
ಯಾರದಿರಿ ನಮ್ಮ ಹುಬ್ಬಳ್ಳಿ - ಧಾರವಾಡ ಮಂದಿ,Positive
Guru e game name en guru.... Masth eede game,Positive
Super bro ban agide valedu,Positive
ತೂಗರಿ ತಿಪ್ಪ ಉತ್ತರ ಕರ್ನಾಟಕ ಜಾನಪದ ಹಾಸ್ಯಮಯವಾದ ಕಥೆ ತುಂಬಾ ಅದ್ಬುತವಾದದ್ದು,Positive
ಗಾಳಿ  ಮಾತಿನ  ಬಜಾರು  ಸುದ್ದಿಸಾರಿದೆ  ಸುಮಾರು   ಕನ್ನಡ  ಚಿತ್ರಕ್ಕೆ  ಪ್ರೋತ್ಸಹ  ಕೊಡುವವರು   ಕನ್ನಡ  ಚಿತ್ರಕ್ಕೆ  ಒಂದು  ಘನ ಹೆಸರು  nಕನ್ನಡ   ಕನ್ನಡ    nಇದು   ಕನ್ನಡಿಗರು   ಸೃಷ್ಟಿಸೋ  ಅವತಾರ,Positive
Nemma anna antha barthane nodu avana hodibeku guru first Gubal Nan maga,Negative
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಸೂಪರ್‌ ಸಾ೦ಗ್ ರಕ್ಷಿತ ಅಣ್ಣ ಸೂಪರ್‌  ಆಲ ದಿ ಬೆಸ್ಟ್ ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ,Positive
Super duper movie kananda movie industry no1 movie,Positive
Nivu climax nodilla adakke nimge ishta agilla,Mixed_feelings
ಸೂಪರ್ ಅಣ್ಣ,Positive
ವಾವ ಸುಪರ್ ಅನಾಲಸಿಸ್ನಮ್ಮ ದೇಶ ಓಳ್ಳೇದೆ...ಮಾತ ಜಾಸ್ತಿ  ಕೆಲಸ ಕಮ್ಮಿ.....ನನ್ನು ಸೇರಿ.,Positive
Castisam hogbeku jati tegibeku racisam tegibeku hindu dhrama vaggudbeku desh mund hoguthe.,Negative
@Ŕävîñđŕå_02_GøWđřú ಏನ ನಿಂದು ಮುಕುಳ್ಯ,Negative
ಈ ಸಿನಿಮಾ ಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಮಾಡಲಿ,Positive
Badekilla Pradeep voice,Positive
I love you sir,not-Kannada
Hands up ,Positive
Hi super song,not-Kannada
ನಿಜ ಇದ್ರು ಇರಬಹುದು ಸರ್,Positive
We varshada super song,Positive
Much love,not-Kannada
I too agree,not-Kannada
Guru super yage yeldhe,Positive
E song ge tik tok madidavaru like madi,Positive
ಮೊದಲು ನಾವು ಬದಲಾಗ ಬೇಕು,Positive
ಅ ಬಿಂದು ಲವಡಗೆ modalu ತಿಕ್ಕ odibeku ಗುರು.....,Negative
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive
ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಸೂಪರ್ ಗುರು,Positive
@VARAPRASAD K K haa nin Amman tulldeepanna,Negative
Correct aag helidri bro .. aa lfr ge tiktok ilde idre uta nidde baralla ansatte,Mixed_feelings
@Nithi nithinNav en madvappa....,unknown_state
nijvaglu ee movie nodilla Andre nim papa aste,Positive
ಸುಪರ್ ಮಚ್ಚ್ ಕಡಚ ಚೀನಾ ರಂಡಿಮಕ್ಕಳಿಗೆ ತಕ್ಕ ವೀಡೀಯೋ  ....ಜೈ ಹಿಂದ್,Negative
No words bro just,not-Kannada
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive
Odeya Kannada full movie,Mixed_feelings
@A.R.W   tumbad tanhaji andhadhun aise bahot hai pr kisiko btake koi faida nahi logome Bollywood ke liye nafart bhari hai ... kisi bhi south indian movies/ songs  pe ja comments dekh kitni nafrat bhari hai hindi walose,not-Kannada
ಇದು ಕನ್ನಡಿಗರ ರೋಚ್ಚಿಗೆಳಿಸುವ ಹಾಡು...,Positive
@TROLL MONSTER_KANNADA nಆಯ್ತು ಕಣೋ.... ಇವಾಗ ನೀನು ನನಗಿಂತ ದೊಡ್ಡ ಷಂಡ ಅಲ್ಲ ಅನ್ನೋದಾದ್ರೆ ನಿನ್ mobile no. ಹಾಕೋಕೆ ಏನೋ ಕಷ್ಟ???? ನೀನ್ ನಿನ್ mobile no. ನಿನ್ ನಿಜವಾದ ಹೆಸರು ಹಾಕ್ಲಿಲ್ಲ ಅಂದ್ರೆ.... ಮೇಲೆ ನೀನು ಬೈದಿರೋ ಅಷ್ಟೂ comments ನಿಂಗೆ ಉಲ್ಟಾ ಆಗ್ಲಿ.... ನಿನ್ನಮ್ಮನ್,Negative
Lol telegram bandirodu alla Amazon prime bandirodu adanna pirate madi telegram hakidarenNivgalu theatre gu hogalla mobile bandru pirate nodtira,Negative
Dont appset sir plz,not-Kannada
Top 1 trending,not-Kannada
Nev hing madodhakene... nav udhara agthilla....,Negative
Le maraya ninu nijavaglu hero Kano super mama ninna madirodhu video ,Positive
Theater alli beats sakath agi kelsta ettu guru,Positive
@gowthami gowthami wow nice...,unknown_state
Sir Nimma Swabhimana innu jasthi agli hage Devru nimge innu jasthi Shakthi kodli antha devaranna nanu kelikolluthene,Positive
idu.. idu.. channagirodu andrenbenki boss nivu,Positive
@Nandi Parthasarathi ಚಕ್ಕ ಮುಂಡೆ... ನಿನ್ ತುಲ್ಲಗೆ ನನ್ ತುಣ್ಣಿ ಹಾಕ ಎಷ್ಟೇ ನಿನ್ ರೇಟು,Negative
ಸೂಪರ್ ಬ್ರದರ್.. tiktaak ಸೂಳೆಮಕ್ಕಳಿಗೆ ಒಳ್ಳೆಯ ಟಾಂಗ್ ಕೊಟ್ಟಿರಿ,Negative
Super sir..,not-Kannada
Swabhimani Shankar Ashwath avru elrigu maadari... U r great sir,Positive
ಈ ಸಿನಿಮಾದಿಂದ ಗೊತ್ತಗುತ್ತೆ ಸಿನಿಮಾಕ್ಕೆ ಕಥೆ,Positive
Guru nin yelli adru tagondi roast madodu bidbeda ninge bekadre kaalige biltini,Positive
ಬಂದ ಹಾದಿಗೆ ರಚಿಸಲು ಹೊಸದೇ ಶಾಸನ ಮೆರೆಯಲಿ ಗಗನದಲಿ ನಿಮ್ಮದೆ ಲಾಂಛನ ಯುದ್ಧ ಮಾಡಬೇಕು ಓದಬಾರದು nಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ loved itnMy favorite line superb lyrics,Positive
Share link maximum,Mixed_feelings
Kannada adru swalpa parvagilla guru Telugu Tamil movies anthu jaatre dialogue jaatre fighting over acting inda thumbi tuluktha ide.,Negative
Bro nivu yava game adtaiyidara please comment,Mixed_feelings
@Avatar 123 but you support corupt political democracy,Negative
Sathya na guru??,unknown_state
Super movie,Positive
ಯಾಕೋ ತುಲ್ಲೇ ತುಲ್ಲಲ್ಲಿ ಕಡಿತಾ ಇದಿಯಾ ಬೋಳಿಮಗನೇ... ಬಂದ್ರೆ ತುಲ್ಲರೆ ಹಾಕ್ತಿನಿ.... ನಿಮ್ಮ ಅವ್ವುನ್ ತುಲ್ಲಿಗೆ,Negative
Next level making,not-Kannada
ossam..slow poison kanro,Positive
Sir Nam kannada hudga andre enu anta ha loper manganna ni ge torsi sir next film nalli in yavano sikkudre avna hinde nu hogtale avlu kannadigara takattu enu anta avlige gottagbeku,Negative
D boss ಅಭಿಮಾನಿಗಳಿಂದ all the best ಸೂಪರ್ ಟ್ರೈಲರ್,Positive
Jai D BOSS  love you darshan,not-Kannada
ಯಾರು ಆವಾಗಾವಾಗ ಬಂದು ಹಾಡು ಕೇಳ್ತಾ ಇದ್ದೀರಾ ...? nಒಂಥರಾ ಚೆನ್ನಾಗಿದೆ,Positive
@prkash g bandre ಹೇಳ್ತೀನಿ ಗುರು ನಿಂಗೆ,Negative
@Naveen Kumar j@,not-Kannada
Kannada padagala jodane adhbhutha,Positive
Super song,Positive
ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ.,Negative
Friends un like Madirooru mostly daggr fanz erbeku alaava,Negative
Super song,Positive
KGF chaffer 2 beda bare baku,Positive
Jai d boss appu,Positive
Super song R S fans,unknown_state
Bro hagandr kgf asn 5 language alli bidugade agute avaga bere industri avaru hage andre yenagutte,Mixed_feelings
Madona bro kanditha yarannau bidodu beda..,Negative
sanjukuamar chatnale ಲಷಣ,unknown_state
Movie sena ok,unknown_state
ಮ್ಯೂಸಿಕ್ ತುಂಬಾ estaaythu bro,Positive
Tamate song matra amazing.,Positive
Mind blowing song..,Positive
jeevanadalli navu chenagiddaga baro sambandakkinta navu novinnali eddaga Namma na a novinninda ache baro hage maduva sambandakke bele kodbeku so ninge ega arta aytu ankotini,Negative
Pap pabap pap pabapabapap!nTin ti din tin tiditididinnRead in a flownnADDITCTED,Positive
Kannada cinema nimma antha budhijeevi na ullaskollalike agilla antha tumbaa bejaar aagute.,Positive
Super nice bro,not-Kannada
Sara super Nivu devara tara yallaratara duddide shinamadavaratra nimmatra holleya manasidde sara,Positive
Muchele dagar munde sule,not-Kannada
Super talking yar,not-Kannada
@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲು... ಸ್ಮೆಲ್ ಬರ್ತಾ ಇದೇ,Mixed_feelings
Next song gu kuda alru andre evaga yar comment  madidera alla alrru like madi share madi nam industry na next level ge togond hogaona.,Positive
Nav avnaa meet agboda sir?,Positive
ದಿಯಾ ತಂಡಕ್ಕೆ ನನ್ನ ಕಡೆ ಇಂದ ಕ್ಷಮೆ ಇರಲಿ... ಇಂತ ಮೂವೀನ ಥೀಯೇಟರ್ ಗೆ ಹೋಗಿ ನೋಡಿಲ್ಲ  ಅಂತ ಬೇಜಾರ್ ನನ್ನ ಕಾಡ್ತಾ ಇದೆ...nPlease sir ಮತ್ತೇ ರಿ ರಿಲಿಜ್ ಮಾಡಿ ....,Positive
ಕಿರಣ್ ಶಾಲಿ... ಇಲ್ಲಿ ಕೊಟ್ಟಿದೀನಿ ನೋಡು ಈ ಲಿಂಕ್  ಕ್ಲಿಕ್ ಮಾಡು,Positive
ಹೌದು... ಸ್ಪೂರ್ತಿಯ ಮಾತುಗಳು..... ನಿಜವಾದ ಕಲಾವಿದನಿಗೆ ಬೆಲೆ ಇಲ್ಲ....ಶಂಕರ್ ಅಣ್ಣನಿಗೆ ಒಳ್ಳೆಯದಾಗಲಿ,Positive
@prithvi nayak Flop yaavdu antha Karnataka ge gottu bidi...,Negative
Super O super,not-Kannada
@Venu real life llu haage iddidre accept madabahuditthuu alvaa.. !!!nEspecially obba natananna thumbaa abhimaanigalu fallow maadthaare so avru nija jeevanadallu  maadhari aagirabeke vinaha thappu madbaardu alvaa baree film lli maathra hero aagidre saaladuu real life llu kooda hero agirbeku aaga avaru obba nijavaada  manushya aagoke saadhya... !!!,Negative
@d boss mania o brame nivu ede tara tilkolli avaru belitare,Negative
Mutturaj Melageri nkanti,not-Kannada
Super human you are sir,not-Kannada
Bere Level #ASN #'Hands Up',Positive
Super lyrics guru no,Positive
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಅಭಿಮಾನಿಗಳು ಇಲ್ಲಿ ಲೈಕ್ ಮಾಡಿ,Positive
supper song good bless,not-Kannada
Ultimate bro,not-Kannada
Dignity of labour... ಭಾರತದಲ್ಲಿ ಇಲ್ಲ... ಅದನ್ನು ಭಾರತೀಯರು ಬೆಳೆಸಿಕೊಳ್ಳಬೇಕು,Positive
@Nandi Parthasarathi nimma yashini boobs gojjekesari acting ge Oscar award fix,Negative
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Positive
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಸಾಂಗ್!!!nಮಧ್ಯ  ಸೇವನೆ  ಅಭ್ಯಾಸದಿಂದ ಬೇಕಾದ್ರೆ ಮುಕ್ತಿ ಪಡೆಯಬಹುದು ಆದ್ರೆ ಈ ಸಾಂಗ್ ಇಂದ ಅಲ್ಲ  ನಿಜಾ ಅನ್ನೋರು Hands Up ಮಾಡಿ,Positive
Super bro,not-Kannada
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಣ್ಣೆ ಗೆ. ಇಂಪಾರ್ಟೆಂಟ್ ಕೊಡ್ತಾರೆ..,Negative
